geo,year,births,deaths,source,flag
abra,2006,,1239.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2007,,1280.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2008,,1409.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2009,,1413.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2010,,1356.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2011,,1540.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2012,,1588.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
abra,2013,4540.0,1565.0,unit series folded to geographic provinces,
abra,2014,4291.0,1666.0,unit series folded to geographic provinces,
abra,2015,3897.0,1551.0,unit series folded to geographic provinces,
abra,2016,3699.0,1684.0,unit series folded to geographic provinces,
abra,2017,3237.0,1598.0,unit series folded to geographic provinces,
abra,2018,3422.0,1640.0,unit series folded to geographic provinces,
abra,2019,3311.0,1815.0,unit series folded to geographic provinces,
abra,2020,2885.0,1660.0,unit series folded to geographic provinces,
abra,2021,2368.0,2238.0,unit series folded to geographic provinces,
abra,2022,2789.0,1808.0,unit series folded to geographic provinces,
abra,2023,2819.0,1823.0,unit series folded to geographic provinces,
abra,2024,2683.0,1916.0,unit series folded to geographic provinces,
agusan del norte,2006,,3193.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2007,,3049.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2008,,3192.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2009,,3329.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2010,,3412.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2011,,3694.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2012,,3856.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del norte,2013,11166.0,3884.0,unit series folded to geographic provinces,
agusan del norte,2014,11348.0,4233.0,unit series folded to geographic provinces,
agusan del norte,2015,11503.0,4178.0,unit series folded to geographic provinces,
agusan del norte,2016,11631.0,4389.0,unit series folded to geographic provinces,
agusan del norte,2017,10602.0,4178.0,unit series folded to geographic provinces,
agusan del norte,2018,11055.0,4326.0,unit series folded to geographic provinces,
agusan del norte,2019,11152.0,4738.0,unit series folded to geographic provinces,
agusan del norte,2020,10291.0,4581.0,unit series folded to geographic provinces,
agusan del norte,2021,9572.0,6447.0,unit series folded to geographic provinces,
agusan del norte,2022,10480.0,5262.0,unit series folded to geographic provinces,
agusan del norte,2023,9635.0,5294.0,unit series folded to geographic provinces,
agusan del norte,2024,8961.0,4942.0,unit series folded to geographic provinces,
agusan del sur,2006,,1497.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2007,,1512.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2008,,1619.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2009,,1669.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2010,,1743.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2011,,1983.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2012,,2056.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
agusan del sur,2013,11024.0,2481.0,unit series folded to geographic provinces,
agusan del sur,2014,11229.0,2904.0,unit series folded to geographic provinces,
agusan del sur,2015,11287.0,3131.0,unit series folded to geographic provinces,
agusan del sur,2016,12042.0,3302.0,unit series folded to geographic provinces,
agusan del sur,2017,10615.0,3369.0,unit series folded to geographic provinces,
agusan del sur,2018,11392.0,3454.0,unit series folded to geographic provinces,
agusan del sur,2019,11892.0,3484.0,unit series folded to geographic provinces,
agusan del sur,2020,10362.0,3482.0,unit series folded to geographic provinces,
agusan del sur,2021,9676.0,5206.0,unit series folded to geographic provinces,
agusan del sur,2022,11018.0,4144.0,unit series folded to geographic provinces,
agusan del sur,2023,9810.0,3874.0,unit series folded to geographic provinces,
agusan del sur,2024,9609.0,4089.0,unit series folded to geographic provinces,
aklan,2006,,3334.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2007,,3252.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2008,,3539.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2009,,3514.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2010,,3419.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2011,,3714.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2012,,3744.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aklan,2013,10505.0,3777.0,unit series folded to geographic provinces,
aklan,2014,10235.0,3859.0,unit series folded to geographic provinces,
aklan,2015,10388.0,3727.0,unit series folded to geographic provinces,
aklan,2016,9644.0,3980.0,unit series folded to geographic provinces,
aklan,2017,9184.0,4087.0,unit series folded to geographic provinces,
aklan,2018,9266.0,4061.0,unit series folded to geographic provinces,
aklan,2019,9272.0,4233.0,unit series folded to geographic provinces,
aklan,2020,8342.0,4063.0,unit series folded to geographic provinces,
aklan,2021,7043.0,4967.0,unit series folded to geographic provinces,
aklan,2022,7148.0,4594.0,unit series folded to geographic provinces,
aklan,2023,7434.0,4600.0,unit series folded to geographic provinces,
aklan,2024,7115.0,4413.0,unit series folded to geographic provinces,
albay,2006,,8564.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2007,,7684.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2008,,7538.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2009,,7584.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2010,,7689.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2011,,8286.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2012,,8242.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
albay,2013,27285.0,8310.0,unit series folded to geographic provinces,
albay,2014,26392.0,8947.0,unit series folded to geographic provinces,
albay,2015,25744.0,8583.0,unit series folded to geographic provinces,
albay,2016,25626.0,8959.0,unit series folded to geographic provinces,
albay,2017,24262.0,9103.0,unit series folded to geographic provinces,
albay,2018,24115.0,8895.0,unit series folded to geographic provinces,
albay,2019,24082.0,9200.0,unit series folded to geographic provinces,
albay,2020,21542.0,6741.0,unit series folded to geographic provinces,
albay,2021,19465.0,12027.0,unit series folded to geographic provinces,
albay,2022,20863.0,9854.0,unit series folded to geographic provinces,
albay,2023,20813.0,9890.0,unit series folded to geographic provinces,
albay,2024,19202.0,9943.0,unit series folded to geographic provinces,
antique,2006,,3346.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2007,,3266.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2008,,3654.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2009,,3823.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2010,,3703.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2011,,3682.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2012,,3822.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
antique,2013,9322.0,3949.0,unit series folded to geographic provinces,
antique,2014,9057.0,4108.0,unit series folded to geographic provinces,
antique,2015,9131.0,3992.0,unit series folded to geographic provinces,
antique,2016,8137.0,3999.0,unit series folded to geographic provinces,
antique,2017,6757.0,4047.0,unit series folded to geographic provinces,
antique,2018,7282.0,4027.0,unit series folded to geographic provinces,
antique,2019,7112.0,4246.0,unit series folded to geographic provinces,
antique,2020,6405.0,3566.0,unit series folded to geographic provinces,
antique,2021,5882.0,5510.0,unit series folded to geographic provinces,
antique,2022,6504.0,4661.0,unit series folded to geographic provinces,
antique,2023,6045.0,4475.0,unit series folded to geographic provinces,
antique,2024,5889.0,4542.0,unit series folded to geographic provinces,
apayao,2006,,290.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2007,,310.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2008,,310.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2009,,323.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2010,,298.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2011,,356.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2012,,379.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
apayao,2013,1939.0,404.0,unit series folded to geographic provinces,
apayao,2014,1895.0,498.0,unit series folded to geographic provinces,
apayao,2015,1913.0,461.0,unit series folded to geographic provinces,
apayao,2016,1793.0,531.0,unit series folded to geographic provinces,
apayao,2017,1735.0,541.0,unit series folded to geographic provinces,
apayao,2018,1813.0,558.0,unit series folded to geographic provinces,
apayao,2019,1872.0,592.0,unit series folded to geographic provinces,
apayao,2020,1646.0,533.0,unit series folded to geographic provinces,
apayao,2021,1706.0,894.0,unit series folded to geographic provinces,
apayao,2022,1851.0,694.0,unit series folded to geographic provinces,
apayao,2023,1898.0,729.0,unit series folded to geographic provinces,
apayao,2024,1798.0,763.0,unit series folded to geographic provinces,
aurora,2006,,788.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2007,,779.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2008,,833.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2009,,840.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2010,,857.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2011,,937.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2012,,1008.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
aurora,2013,3926.0,899.0,unit series folded to geographic provinces,
aurora,2014,4055.0,1072.0,unit series folded to geographic provinces,
aurora,2015,3741.0,1120.0,unit series folded to geographic provinces,
aurora,2016,3792.0,1155.0,unit series folded to geographic provinces,
aurora,2017,3782.0,1188.0,unit series folded to geographic provinces,
aurora,2018,3787.0,1152.0,unit series folded to geographic provinces,
aurora,2019,3746.0,1359.0,unit series folded to geographic provinces,
aurora,2020,3601.0,1067.0,unit series folded to geographic provinces,
aurora,2021,3360.0,1849.0,unit series folded to geographic provinces,
aurora,2022,3185.0,1424.0,unit series folded to geographic provinces,
aurora,2023,3751.0,1501.0,unit series folded to geographic provinces,
aurora,2024,3363.0,1523.0,unit series folded to geographic provinces,
basilan,2006,,651.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2007,,581.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2008,,612.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2009,,628.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2010,,566.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2011,,641.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2012,,484.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
basilan,2013,1569.0,211.0,unit series folded to geographic provinces,
basilan,2014,819.0,135.0,unit series folded to geographic provinces,
basilan,2015,555.0,440.0,unit series folded to geographic provinces,
basilan,2016,3642.0,910.0,unit series folded to geographic provinces,
basilan,2017,3060.0,1022.0,unit series folded to geographic provinces,
basilan,2018,3998.0,1037.0,unit series folded to geographic provinces,
basilan,2019,3973.0,844.0,unit series folded to geographic provinces,
basilan,2020,3178.0,1144.0,unit series folded to geographic provinces,
basilan,2021,3440.0,1360.0,unit series folded to geographic provinces,
basilan,2022,4412.0,1315.0,unit series folded to geographic provinces,
basilan,2023,4311.0,1160.0,unit series folded to geographic provinces,
basilan,2024,4907.0,1211.0,unit series folded to geographic provinces,
bataan,2006,,3423.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2007,,3666.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2008,,3610.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2009,,3819.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2010,,3868.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2011,,4040.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2012,,4001.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bataan,2013,14762.0,4213.0,unit series folded to geographic provinces,
bataan,2014,14605.0,4442.0,unit series folded to geographic provinces,
bataan,2015,15103.0,4377.0,unit series folded to geographic provinces,
bataan,2016,14784.0,4838.0,unit series folded to geographic provinces,
bataan,2017,14366.0,4694.0,unit series folded to geographic provinces,
bataan,2018,14902.0,5028.0,unit series folded to geographic provinces,
bataan,2019,15576.0,5231.0,unit series folded to geographic provinces,
bataan,2020,13519.0,5052.0,unit series folded to geographic provinces,
bataan,2021,11712.0,7636.0,unit series folded to geographic provinces,
bataan,2022,12435.0,5443.0,unit series folded to geographic provinces,
bataan,2023,12416.0,5585.0,unit series folded to geographic provinces,
bataan,2024,11050.0,5976.0,unit series folded to geographic provinces,
batanes,2006,,117.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2007,,136.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2008,,115.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2009,,113.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2010,,112.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2011,,128.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2012,,106.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batanes,2013,320.0,134.0,unit series folded to geographic provinces,
batanes,2014,280.0,139.0,unit series folded to geographic provinces,
batanes,2015,286.0,125.0,unit series folded to geographic provinces,
batanes,2016,256.0,139.0,unit series folded to geographic provinces,
batanes,2017,261.0,146.0,unit series folded to geographic provinces,
batanes,2018,280.0,119.0,unit series folded to geographic provinces,
batanes,2019,275.0,180.0,unit series folded to geographic provinces,
batanes,2020,256.0,189.0,unit series folded to geographic provinces,
batanes,2021,273.0,215.0,unit series folded to geographic provinces,
batanes,2022,237.0,189.0,unit series folded to geographic provinces,
batanes,2023,222.0,139.0,unit series folded to geographic provinces,
batanes,2024,205.0,123.0,unit series folded to geographic provinces,
batangas,2006,,12078.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2007,,12215.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2008,,12643.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2009,,13370.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2010,,13804.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2011,,13732.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2012,,14177.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
batangas,2013,47321.0,14819.0,unit series folded to geographic provinces,
batangas,2014,46620.0,15527.0,unit series folded to geographic provinces,
batangas,2015,46259.0,15532.0,unit series folded to geographic provinces,
batangas,2016,44998.0,15970.0,unit series folded to geographic provinces,
batangas,2017,42270.0,16088.0,unit series folded to geographic provinces,
batangas,2018,44040.0,16120.0,unit series folded to geographic provinces,
batangas,2019,43960.0,17381.0,unit series folded to geographic provinces,
batangas,2020,40978.0,17927.0,unit series folded to geographic provinces,
batangas,2021,36713.0,27316.0,unit series folded to geographic provinces,
batangas,2022,37410.0,18870.0,unit series folded to geographic provinces,
batangas,2023,39060.0,19325.0,unit series folded to geographic provinces,
batangas,2024,36589.0,19493.0,unit series folded to geographic provinces,
benguet,2006,,2690.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2007,,2677.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2008,,2791.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2009,,3178.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2010,,2899.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2011,,2976.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2012,,3176.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
benguet,2013,16233.0,3136.0,unit series folded to geographic provinces,
benguet,2014,15746.0,3418.0,unit series folded to geographic provinces,
benguet,2015,14979.0,3465.0,unit series folded to geographic provinces,
benguet,2016,13891.0,3495.0,unit series folded to geographic provinces,
benguet,2017,13091.0,3470.0,unit series folded to geographic provinces,
benguet,2018,13930.0,3637.0,unit series folded to geographic provinces,
benguet,2019,13373.0,3954.0,unit series folded to geographic provinces,
benguet,2020,12275.0,3777.0,unit series folded to geographic provinces,
benguet,2021,10660.0,5996.0,unit series folded to geographic provinces,
benguet,2022,10416.0,4286.0,unit series folded to geographic provinces,
benguet,2023,11264.0,4372.0,unit series folded to geographic provinces,
benguet,2024,10455.0,4339.0,unit series folded to geographic provinces,
biliran,2006,,858.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2007,,796.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2008,,820.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2009,,855.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2010,,877.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2011,,962.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2012,,963.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
biliran,2013,2961.0,1090.0,unit series folded to geographic provinces,
biliran,2014,2991.0,1136.0,unit series folded to geographic provinces,
biliran,2015,3434.0,1149.0,unit series folded to geographic provinces,
biliran,2016,3439.0,1143.0,unit series folded to geographic provinces,
biliran,2017,2956.0,1150.0,unit series folded to geographic provinces,
biliran,2018,2806.0,1123.0,unit series folded to geographic provinces,
biliran,2019,2974.0,1179.0,unit series folded to geographic provinces,
biliran,2020,2651.0,1128.0,unit series folded to geographic provinces,
biliran,2021,2344.0,1592.0,unit series folded to geographic provinces,
biliran,2022,2925.0,1316.0,unit series folded to geographic provinces,
biliran,2023,2654.0,1284.0,unit series folded to geographic provinces,
biliran,2024,2641.0,1294.0,unit series folded to geographic provinces,
bohol,2006,,6990.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2007,,6976.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2008,,7330.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2009,,7608.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2010,,7662.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2011,,7727.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2012,,7985.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bohol,2013,24115.0,8277.0,unit series folded to geographic provinces,
bohol,2014,24018.0,8591.0,unit series folded to geographic provinces,
bohol,2015,22868.0,8882.0,unit series folded to geographic provinces,
bohol,2016,22420.0,8923.0,unit series folded to geographic provinces,
bohol,2017,21823.0,9230.0,unit series folded to geographic provinces,
bohol,2018,20885.0,9280.0,unit series folded to geographic provinces,
bohol,2019,21192.0,9492.0,unit series folded to geographic provinces,
bohol,2020,19209.0,8832.0,unit series folded to geographic provinces,
bohol,2021,16422.0,12007.0,unit series folded to geographic provinces,
bohol,2022,17556.0,10783.0,unit series folded to geographic provinces,
bohol,2023,18025.0,10103.0,unit series folded to geographic provinces,
bohol,2024,16661.0,10196.0,unit series folded to geographic provinces,
bukidnon,2006,,3460.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2007,,3658.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2008,,4018.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2009,,4684.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2010,,4846.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2011,,5286.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2012,,5815.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bukidnon,2013,27331.0,5865.0,unit series folded to geographic provinces,
bukidnon,2014,28171.0,6069.0,unit series folded to geographic provinces,
bukidnon,2015,29543.0,6505.0,unit series folded to geographic provinces,
bukidnon,2016,31296.0,6871.0,unit series folded to geographic provinces,
bukidnon,2017,29201.0,6958.0,unit series folded to geographic provinces,
bukidnon,2018,29314.0,7267.0,unit series folded to geographic provinces,
bukidnon,2019,29585.0,7616.0,unit series folded to geographic provinces,
bukidnon,2020,27505.0,7083.0,unit series folded to geographic provinces,
bukidnon,2021,25974.0,11630.0,unit series folded to geographic provinces,
bukidnon,2022,27694.0,8936.0,unit series folded to geographic provinces,
bukidnon,2023,27484.0,9205.0,unit series folded to geographic provinces,
bukidnon,2024,25778.0,9453.0,unit series folded to geographic provinces,
bulacan,2006,,14268.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2007,,14616.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2008,,15310.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2009,,16211.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2010,,16710.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2011,,16912.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2012,,17665.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
bulacan,2013,54417.0,17536.0,unit series folded to geographic provinces,
bulacan,2014,54847.0,18642.0,unit series folded to geographic provinces,
bulacan,2015,55057.0,18908.0,unit series folded to geographic provinces,
bulacan,2016,54422.0,19856.0,unit series folded to geographic provinces,
bulacan,2017,51413.0,19863.0,unit series folded to geographic provinces,
bulacan,2018,53964.0,20573.0,unit series folded to geographic provinces,
bulacan,2019,52703.0,21594.0,unit series folded to geographic provinces,
bulacan,2020,51697.0,21771.0,unit series folded to geographic provinces,
bulacan,2021,46922.0,33020.0,unit series folded to geographic provinces,
bulacan,2022,49094.0,23395.0,unit series folded to geographic provinces,
bulacan,2023,47298.0,24729.0,unit series folded to geographic provinces,
bulacan,2024,44418.0,25130.0,unit series folded to geographic provinces,
cagayan,2006,,6275.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2007,,5966.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2008,,6614.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2009,,6782.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2010,,6924.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2011,,6912.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2012,,7237.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
cagayan,2013,21852.0,7419.0,unit series folded to geographic provinces,
cagayan,2014,20973.0,7737.0,unit series folded to geographic provinces,
cagayan,2015,19860.0,7635.0,unit series folded to geographic provinces,
cagayan,2016,18811.0,7975.0,unit series folded to geographic provinces,
cagayan,2017,17552.0,7912.0,unit series folded to geographic provinces,
cagayan,2018,17704.0,8045.0,unit series folded to geographic provinces,
cagayan,2019,17172.0,8128.0,unit series folded to geographic provinces,
cagayan,2020,16042.0,7552.0,unit series folded to geographic provinces,
cagayan,2021,14410.0,11805.0,unit series folded to geographic provinces,
cagayan,2022,15504.0,8706.0,unit series folded to geographic provinces,
cagayan,2023,15465.0,9082.0,unit series folded to geographic provinces,
cagayan,2024,14207.0,8959.0,unit series folded to geographic provinces,
camarines norte,2006,,3116.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2007,,3247.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2008,,3239.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2009,,3456.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2010,,3364.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2011,,3585.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2012,,3525.0,PSA deaths-by-cause 2006-2015 (HUCs folded at source),births not published at this level before 2013
camarines norte,2013,12823.0,3554.0,unit series folded to geographic provinces,
camarines norte,2014,12641.0,3801.0,unit series folded to geographic provinces,
camarines norte,2015,13017.0,3747.0,unit series folded to geographic provinces,
camarines norte,2016,13004.0,3682.0,unit series folded to geographic provinces,
camarines norte,2017,12330.0,3920.0,unit series folded to geographic provinces,
camarines norte,2018,12205.0,3844.0,unit series folded to geographic provinces,
camarines norte,2019,12266.0,3983.0,unit series folded to geographic provinces,
camarines norte,2020,11101.0,3958.0,unit series folded to geographic provinces,
camarines norte,2021,10230.0,5290.0,unit series folded to geographic provinces,
